CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Churn,Occupation,WebsiteVisitFrequency
685,63,Female,San Jose,Gold,92,1417.55,Home Goods,2023-07-19,0,Retired,92
686,27,Female,Chicago,Silver,62,623.16,Home Goods,2023-11-21,0,Part-Time Employed,62
687,54,Female,San Diego,Bronze,4,4168.49,Clothing,2023-06-17,0,Full-Time Employed,4
688,31,Male,San Antonio,Platinum,20,1069.75,Books,2023-12-24,0,Part-Time Employed,20
689,39,Male,Houston,Platinum,13,613.3,Clothing,2024-01-01,0,Part-Time Employed,13
690,49,Male,Houston,Silver,45,378.84,Books,2023-05-04,0,Part-Time Employed,45
691,35,Male,Los Angeles,Gold,75,3669.93,Books,2023-05-25,0,Full-Time Employed,75
692,53,Male,Chicago,Bronze,10,3310.83,Sports,2023-09-27,0,Full-Time Employed,10
693,63,Female,Houston,Silver,64,140.18,Sports,2023-07-25,0,Retired,64
694,69,Male,San Jose,Platinum,93,1185.25,Home Goods,2023-10-04,0,Retired,93
695,26,Female,San Jose,Gold,47,3552.94,Home Goods,2023-07-23,0,Full-Time Employed,47
696,43,Female,San Jose,Bronze,96,845.49,Sports,2023-02-09,1,Part-Time Employed,96
697,39,Female,Dallas,Platinum,88,2926.08,Electronics,2023-11-24,1,Part-Time Employed,88
698,63,Female,Chicago,Platinum,14,1144.47,Home Goods,2023-03-20,0,Retired,14
699,55,Female,San Antonio,Silver,70,2301.25,Clothing,2023-01-16,0,Part-Time Employed,70
700,40,Female,Los Angeles,Platinum,46,4350.37,Electronics,2023-11-08,0,Full-Time Employed,46
701,34,Male,Phoenix,Bronze,8,1582.72,Clothing,2023-06-15,1,Part-Time Employed,8
702,43,Female,Philadelphia,Platinum,42,3461.26,Books,2023-12-15,0,Full-Time Employed,42
703,64,Female,Dallas,Silver,17,2247.58,Books,2023-10-27,0,Retired,17
704,55,Female,Philadelphia,Silver,51,571.16,Books,2023-08-18,0,Part-Time Employed,51
705,19,Female,Philadelphia,Gold,40,1867.11,Home Goods,2023-03-13,0,Student,40
706,23,Female,Houston,Gold,36,4222.27,Home Goods,2023-06-25,1,Full-Time Employed,36
707,24,Female,San Diego,Platinum,29,4867.93,Books,2023-08-07,0,Full-Time Employed,29
708,30,Female,Dallas,Platinum,82,4240.9,Home Goods,2023-02-09,0,Full-Time Employed,82
709,44,Male,Philadelphia,Platinum,38,894.92,Home Goods,2023-05-09,0,Part-Time Employed,38
710,28,Female,Houston,Gold,2,1793.0,Clothing,2023-06-16,0,Part-Time Employed,2
711,32,Female,Philadelphia,Gold,82,4172.82,Sports,2023-11-12,0,Full-Time Employed,82
712,26,Female,New York,Platinum,31,2814.09,Books,2023-09-23,0,Part-Time Employed,31
713,25,Female,Philadelphia,Gold,35,3903.31,Electronics,2023-05-24,1,Full-Time Employed,35
714,63,Male,Phoenix,Silver,4,3911.14,Sports,2023-10-16,1,Retired,4
715,23,Male,Los Angeles,Gold,34,448.33,Sports,2023-10-29,1,Part-Time Employed,34
716,65,Male,San Antonio,Silver,44,1777.79,Clothing,2023-08-04,0,Retired,44
717,60,Female,San Diego,Platinum,90,2447.21,Books,2023-11-26,1,Part-Time Employed,90
718,21,Female,Los Angeles,Silver,2,4731.6,Electronics,2023-04-17,0,Student,2
719,28,Female,San Antonio,Bronze,99,4501.32,Electronics,2023-08-28,0,Full-Time Employed,100
720,68,Female,Phoenix,Platinum,57,2172.86,Clothing,2023-09-29,0,Retired,57
721,45,Female,Los Angeles,Silver,50,568.76,Sports,2023-09-30,0,Part-Time Employed,50
722,43,Female,San Jose,Silver,41,2082.26,Clothing,2023-07-18,0,Part-Time Employed,41
723,21,Female,San Jose,Gold,83,2725.93,Electronics,2023-03-26,0,Student,83
724,32,Female,Philadelphia,Silver,42,4531.55,Sports,2023-05-14,0,Full-Time Employed,42
725,36,Male,Los Angeles,Gold,55,1544.91,Sports,2023-02-17,0,Part-Time Employed,55
726,23,Female,San Antonio,Silver,86,1613.43,Clothing,2023-05-09,0,Part-Time Employed,86
727,22,Female,San Diego,Silver,48,3173.2,Books,2023-06-17,0,Full-Time Employed,48
728,35,Male,Houston,Gold,93,2575.44,Home Goods,2023-06-15,0,Part-Time Employed,93
729,23,Male,Los Angeles,Bronze,66,1059.76,Sports,2023-03-09,0,Part-Time Employed,66
730,48,Male,San Antonio,Silver,42,809.16,Sports,2023-03-02,0,Part-Time Employed,42
731,42,Male,San Diego,Silver,39,2498.54,Home Goods,2023-12-22,0,Part-Time Employed,39
732,21,Female,Philadelphia,Platinum,13,3919.02,Electronics,2023-07-31,1,Student,13
733,23,Female,Dallas,Gold,80,3916.27,Home Goods,2023-06-13,0,Full-Time Employed,80
734,58,Female,San Jose,Gold,29,4881.44,Clothing,2023-05-09,0,Full-Time Employed,29
735,54,Male,Houston,Bronze,26,1975.32,Sports,2023-10-28,1,Part-Time Employed,26
736,67,Male,San Antonio,Platinum,54,2020.75,Sports,2023-05-09,0,Retired,54
737,42,Female,Dallas,Bronze,87,108.92,Books,2023-09-19,1,Part-Time Employed,87
738,51,Female,Philadelphia,Bronze,64,4166.6,Electronics,2023-08-14,0,Full-Time Employed,64
739,36,Male,Chicago,Silver,92,3268.48,Clothing,2023-04-26,0,Full-Time Employed,92
740,51,Female,Houston,Silver,78,3872.62,Home Goods,2023-04-17,1,Full-Time Employed,78
741,32,Male,San Antonio,Gold,34,2406.05,Electronics,2023-08-11,1,Part-Time Employed,34
742,67,Female,Chicago,Platinum,79,4608.95,Electronics,2023-04-22,0,Retired,79
743,25,Female,Houston,Gold,9,242.66,Clothing,2023-02-23,0,Part-Time Employed,9
744,61,Female,Los Angeles,Platinum,69,664.88,Books,2023-07-29,0,Retired,69
745,64,Male,Dallas,Gold,47,1942.48,Clothing,2023-09-28,0,Retired,47
746,66,Female,New York,Bronze,86,517.02,Clothing,2023-08-12,1,Retired,86
747,51,Female,Houston,Bronze,46,530.65,Books,2023-11-15,0,Part-Time Employed,46
748,35,Female,Houston,Bronze,93,2877.68,Electronics,2023-11-19,0,Part-Time Employed,93
749,47,Female,Houston,Silver,23,1159.0,Electronics,2023-11-05,0,Part-Time Employed,23
750,30,Female,Houston,Platinum,15,3170.02,Home Goods,2023-02-17,0,Full-Time Employed,15
751,64,Female,San Jose,Platinum,1,4654.06,Books,2023-07-07,0,Retired,1
752,50,Male,Philadelphia,Silver,51,4137.02,Electronics,2023-04-15,0,Full-Time Employed,51
753,52,Female,Dallas,Platinum,55,1317.31,Electronics,2023-07-19,1,Part-Time Employed,55
754,69,Female,Dallas,Gold,51,539.35,Books,2023-02-13,1,Retired,51
755,41,Female,Houston,Bronze,10,4755.94,Sports,2023-12-15,1,Full-Time Employed,10
756,43,Male,Los Angeles,Silver,34,4973.03,Electronics,2023-03-10,0,Full-Time Employed,34
757,64,Female,Dallas,Bronze,41,1935.03,Books,2023-04-17,0,Retired,41
758,68,Female,New York,Platinum,41,2357.32,Sports,2023-10-24,0,Retired,41
759,61,Female,Phoenix,Silver,8,812.13,Sports,2023-09-16,0,Retired,8
760,59,Female,Philadelphia,Platinum,27,3579.89,Electronics,2023-06-02,1,Full-Time Employed,27
761,64,Male,Dallas,Bronze,30,2166.98,Home Goods,2023-06-20,0,Retired,30
762,18,Female,Houston,Platinum,51,4034.77,Clothing,2023-04-20,1,Student,51
763,30,Female,Phoenix,Silver,58,2928.75,Home Goods,2023-09-14,0,Part-Time Employed,58
764,27,Female,Houston,Platinum,18,309.64,Home Goods,2023-06-08,0,Part-Time Employed,18
765,36,Female,Houston,Silver,11,1741.28,Electronics,2023-06-18,1,Part-Time Employed,11
766,22,Female,Houston,Silver,44,4062.12,Books,2023-05-31,0,Full-Time Employed,44
767,25,Female,New York,Silver,63,3471.76,Books,2023-08-10,0,Full-Time Employed,63
768,21,Female,Philadelphia,Gold,98,3199.41,Sports,2023-04-11,0,Student,98
769,66,Female,San Antonio,Platinum,66,3395.27,Home Goods,2023-05-26,0,Retired,66
770,30,Female,San Jose,Platinum,20,3064.68,Clothing,2023-08-15,1,Full-Time Employed,20
771,55,Female,Houston,Bronze,94,3241.51,Sports,2023-09-05,0,Full-Time Employed,94
772,63,Male,San Jose,Silver,7,3140.06,Clothing,2023-07-11,0,Retired,7
773,66,Female,Los Angeles,Silver,6,2713.8,Sports,2023-11-13,0,Retired,6
774,63,Female,San Jose,Bronze,69,3812.96,Books,2023-02-14,0,Retired,69
775,36,Female,San Antonio,Platinum,67,1910.51,Electronics,2023-06-15,0,Part-Time Employed,67
776,69,Male,San Jose,Platinum,41,2428.67,Clothing,2023-07-19,0,Retired,41
777,67,Male,Phoenix,Platinum,81,2067.1,Electronics,2023-08-25,0,Retired,81
778,25,Female,Houston,Silver,72,1125.13,Sports,2023-03-03,0,Part-Time Employed,72
779,44,Female,Houston,Silver,41,1677.26,Sports,2023-09-15,0,Part-Time Employed,41
780,67,Male,Phoenix,Bronze,25,369.57,Electronics,2023-11-06,1,Retired,25
781,64,Female,Chicago,Gold,88,1695.09,Books,2023-02-24,0,Retired,88
782,47,Female,Dallas,Gold,53,2013.86,Clothing,2023-03-25,0,Part-Time Employed,53
783,21,Male,Chicago,Silver,23,557.58,Electronics,2023-08-23,0,Student,23
784,28,Female,Dallas,Platinum,42,1180.23,Sports,2023-06-07,0,Part-Time Employed,42
785,38,Male,Chicago,Platinum,7,1322.75,Clothing,2023-01-31,0,Part-Time Employed,7
786,60,Male,Houston,Gold,79,1214.6,Clothing,2023-03-21,0,Part-Time Employed,79
787,19,Female,San Diego,Platinum,52,1816.09,Home Goods,2023-12-10,0,Student,52
788,38,Female,Chicago,Gold,40,809.89,Clothing,2023-03-16,0,Part-Time Employed,40
789,34,Male,Los Angeles,Silver,25,3684.36,Books,2023-10-15,0,Full-Time Employed,25
790,60,Female,New York,Silver,32,1779.01,Electronics,2023-08-13,0,Part-Time Employed,32
791,68,Male,San Diego,Platinum,21,699.59,Books,2023-06-27,0,Retired,21
792,46,Female,San Jose,Platinum,19,3008.64,Home Goods,2023-09-17,0,Full-Time Employed,19
793,44,Male,San Antonio,Gold,36,980.28,Books,2023-06-30,1,Part-Time Employed,36
794,41,Female,San Antonio,Platinum,97,384.48,Clothing,2023-11-12,0,Part-Time Employed,97
795,66,Female,Los Angeles,Silver,85,900.13,Clothing,2023-08-26,0,Retired,85
796,20,Female,Los Angeles,Platinum,89,2157.97,Clothing,2023-11-10,0,Student,89
797,56,Male,San Diego,Platinum,97,3498.19,Electronics,2023-06-02,0,Full-Time Employed,97
798,27,Male,Phoenix,Platinum,92,3243.35,Sports,2023-05-25,0,Full-Time Employed,92
799,20,Female,Phoenix,Silver,45,125.51,Sports,2023-05-24,0,Student,45
800,62,Female,Phoenix,Platinum,83,3987.12,Home Goods,2023-08-23,0,Retired,83
801,59,Female,San Antonio,Gold,23,1744.87,Books,2023-07-18,0,Part-Time Employed,23
802,43,Female,Los Angeles,Bronze,99,3430.61,Sports,2023-06-27,1,Full-Time Employed,100
803,54,Female,San Diego,Gold,32,260.1,Electronics,2023-03-06,0,Part-Time Employed,32
804,44,Female,San Jose,Gold,51,2029.56,Clothing,2024-01-04,0,Part-Time Employed,51
805,22,Male,Dallas,Gold,19,196.09,Home Goods,2023-05-21,0,Part-Time Employed,19
806,59,Male,Philadelphia,Silver,79,4100.09,Clothing,2023-08-03,1,Full-Time Employed,79
807,28,Male,San Jose,Gold,8,1016.14,Electronics,2023-07-18,0,Part-Time Employed,8
808,30,Female,San Diego,Platinum,12,3405.28,Clothing,2023-02-25,0,Full-Time Employed,12
809,58,Female,Dallas,Silver,64,1457.62,Electronics,2023-04-09,0,Part-Time Employed,64
810,51,Female,Philadelphia,Bronze,75,763.22,Books,2023-12-27,0,Part-Time Employed,75
811,55,Male,Philadelphia,Gold,58,4658.45,Electronics,2023-03-31,1,Full-Time Employed,58
812,57,Female,Philadelphia,Bronze,59,3015.62,Books,2023-10-08,0,Full-Time Employed,59
813,50,Male,Dallas,Platinum,39,4464.09,Books,2023-05-08,0,Full-Time Employed,39
814,51,Female,Chicago,Platinum,42,1602.34,Books,2023-07-15,1,Part-Time Employed,42
815,44,Female,Philadelphia,Gold,87,4166.19,Clothing,2023-01-16,0,Full-Time Employed,87
816,53,Male,New York,Platinum,65,4714.24,Clothing,2023-11-21,0,Full-Time Employed,65
817,43,Female,Philadelphia,Platinum,35,2036.4,Clothing,2023-11-01,0,Part-Time Employed,35
818,68,Female,Chicago,Platinum,82,4530.24,Home Goods,2023-06-19,0,Retired,82
819,42,Female,San Antonio,Silver,43,1741.92,Home Goods,2023-06-12,0,Part-Time Employed,43
820,36,Female,Philadelphia,Bronze,53,1690.54,Sports,2023-08-06,0,Part-Time Employed,53
821,38,Female,Houston,Gold,71,4979.09,Home Goods,2023-09-02,1,Full-Time Employed,71
822,48,Female,Los Angeles,Bronze,4,4766.81,Clothing,2023-09-10,0,Full-Time Employed,4
823,46,Female,San Antonio,Silver,41,1220.23,Home Goods,2023-12-28,0,Part-Time Employed,41
824,26,Female,San Jose,Platinum,92,4202.29,Home Goods,2023-09-06,0,Full-Time Employed,92
825,36,Female,Houston,Platinum,77,1778.04,Home Goods,2023-03-16,0,Part-Time Employed,77
826,43,Female,Chicago,Silver,40,4898.29,Sports,2023-10-13,0,Full-Time Employed,40
827,42,Female,Los Angeles,Platinum,86,4264.11,Books,2023-12-30,0,Full-Time Employed,86
828,57,Female,Houston,Gold,26,4534.1,Clothing,2023-05-22,0,Full-Time Employed,26
829,60,Male,San Diego,Gold,1,2911.0,Clothing,2023-03-09,0,Part-Time Employed,1
830,46,Female,Dallas,Bronze,35,1541.34,Sports,2023-08-04,0,Part-Time Employed,35
831,42,Female,San Jose,Silver,66,1067.87,Electronics,2023-05-10,0,Part-Time Employed,66
832,36,Female,Philadelphia,Silver,44,2686.57,Books,2023-10-18,0,Part-Time Employed,44
833,21,Female,Dallas,Gold,38,3390.43,Sports,2023-12-29,0,Student,38
834,62,Female,San Antonio,Platinum,90,3734.76,Clothing,2023-03-27,0,Retired,90
835,37,Female,Los Angeles,Silver,88,934.88,Home Goods,2023-04-08,0,Part-Time Employed,88
836,63,Male,Los Angeles,Silver,43,2725.85,Sports,2023-08-01,1,Retired,43
837,18,Female,Chicago,Platinum,69,2236.94,Electronics,2023-02-07,0,Student,69
838,28,Female,Houston,Silver,53,1120.3,Sports,2023-01-17,0,Part-Time Employed,53
839,21,Female,Philadelphia,Platinum,72,2809.52,Electronics,2023-08-29,0,Student,72
840,24,Female,Houston,Bronze,94,1451.98,Sports,2023-08-01,0,Part-Time Employed,94
841,45,Female,Philadelphia,Bronze,2,2721.77,Electronics,2023-07-15,0,Part-Time Employed,2
842,53,Female,Philadelphia,Platinum,24,1080.54,Sports,2023-10-03,0,Part-Time Employed,24
843,24,Female,Los Angeles,Bronze,88,4509.72,Electronics,2023-10-09,1,Full-Time Employed,88
844,37,Female,Houston,Platinum,89,1756.7,Electronics,2023-03-01,0,Part-Time Employed,89
845,52,Male,Phoenix,Platinum,90,3090.64,Sports,2023-01-10,0,Full-Time Employed,90
846,68,Male,San Diego,Silver,70,697.47,Clothing,2023-03-10,1,Retired,70
847,68,Female,Los Angeles,Platinum,23,3187.08,Sports,2023-10-10,0,Retired,23
848,56,Female,Houston,Platinum,81,1433.0,Clothing,2023-11-19,0,Part-Time Employed,81
849,38,Female,San Antonio,Platinum,96,4787.0,Electronics,2023-11-24,0,Full-Time Employed,96
850,61,Female,Philadelphia,Platinum,65,2031.36,Sports,2023-08-08,0,Retired,65
851,18,Female,San Antonio,Platinum,68,3076.29,Electronics,2023-05-18,0,Student,68
852,54,Female,New York,Gold,98,1157.49,Clothing,2023-12-04,0,Part-Time Employed,98
853,63,Female,Phoenix,Gold,32,4321.23,Sports,2023-01-10,1,Retired,32
854,59,Female,Philadelphia,Gold,71,4041.23,Sports,2023-05-30,0,Full-Time Employed,71
855,20,Male,Phoenix,Bronze,53,1303.61,Sports,2023-11-07,0,Student,53
856,51,Female,San Antonio,Silver,65,4564.14,Books,2023-03-08,0,Full-Time Employed,65
857,30,Female,Philadelphia,Bronze,9,296.76,Clothing,2023-08-02,0,Part-Time Employed,9
858,33,Male,San Diego,Bronze,25,3787.61,Electronics,2023-08-20,0,Full-Time Employed,25
859,51,Female,Los Angeles,Gold,71,2343.56,Electronics,2023-04-03,0,Part-Time Employed,71
860,41,Female,Phoenix,Gold,76,4193.75,Sports,2023-06-16,0,Full-Time Employed,76
861,30,Male,Houston,Silver,69,2380.88,Home Goods,2023-02-04,0,Part-Time Employed,69
862,23,Female,Dallas,Platinum,63,421.35,Home Goods,2023-08-21,0,Part-Time Employed,63
863,56,Female,New York,Bronze,72,1210.07,Books,2023-12-12,1,Part-Time Employed,72
864,19,Female,Philadelphia,Silver,26,4972.44,Electronics,2023-03-06,0,Student,26
865,28,Female,Houston,Platinum,52,1737.47,Sports,2023-03-05,0,Part-Time Employed,52
866,24,Male,San Jose,Bronze,43,885.5,Books,2023-04-10,1,Part-Time Employed,43
867,24,Female,Phoenix,Silver,6,4048.57,Sports,2023-01-14,0,Full-Time Employed,6
868,56,Female,San Diego,Bronze,38,320.84,Electronics,2023-03-24,0,Part-Time Employed,38
869,56,Male,San Jose,Silver,5,425.4,Home Goods,2023-01-13,0,Part-Time Employed,5
870,29,Male,San Antonio,Bronze,63,1557.84,Clothing,2023-03-26,0,Part-Time Employed,63
871,68,Female,Phoenix,Platinum,43,332.26,Clothing,2023-05-22,1,Retired,43
872,39,Male,Philadelphia,Bronze,13,4978.99,Sports,2023-09-03,0,Full-Time Employed,13
873,68,Male,New York,Gold,17,3486.53,Books,2023-07-16,1,Retired,17
874,68,Female,Houston,Bronze,58,2645.97,Clothing,2023-10-17,0,Retired,58
875,69,Male,New York,Platinum,70,4045.32,Books,2023-11-08,0,Retired,70
876,20,Male,New York,Gold,14,3346.19,Electronics,2023-04-19,0,Student,14
877,30,Female,San Jose,Platinum,12,949.0,Sports,2023-10-15,0,Part-Time Employed,12
878,47,Male,Phoenix,Platinum,87,1176.21,Books,2023-07-12,0,Part-Time Employed,87
879,27,Female,Dallas,Silver,40,4351.7,Sports,2023-06-10,0,Full-Time Employed,40
880,69,Female,Philadelphia,Platinum,1,1751.11,Clothing,2023-07-28,1,Retired,1
881,26,Female,San Jose,Platinum,25,2293.44,Home Goods,2023-09-21,1,Part-Time Employed,25
882,23,Female,Los Angeles,Platinum,28,2016.56,Electronics,2023-03-05,0,Part-Time Employed,28
883,61,Female,San Jose,Gold,31,354.95,Clothing,2023-12-20,0,Retired,31
884,19,Male,Phoenix,Bronze,89,3552.41,Sports,2023-10-12,0,Student,89
885,61,Female,Dallas,Gold,93,2746.36,Books,2023-03-10,0,Retired,93
886,33,Female,San Diego,Platinum,25,3413.09,Sports,2023-08-09,1,Full-Time Employed,25
887,30,Female,San Antonio,Platinum,95,1463.33,Books,2023-03-29,0,Part-Time Employed,95
888,65,Female,San Antonio,Platinum,53,2093.88,Sports,2023-11-20,0,Retired,53
889,30,Female,Houston,Gold,33,1043.98,Electronics,2023-06-01,0,Part-Time Employed,33
890,39,Female,Los Angeles,Platinum,63,2156.44,Home Goods,2023-04-20,0,Part-Time Employed,63
891,36,Female,San Antonio,Silver,62,3302.11,Books,2023-11-28,0,Full-Time Employed,62
892,43,Female,Houston,Gold,87,4728.98,Clothing,2023-02-06,0,Full-Time Employed,87
893,31,Female,San Jose,Silver,48,3350.94,Home Goods,2023-10-24,0,Full-Time Employed,48
894,48,Female,Los Angeles,Silver,9,2673.28,Electronics,2023-02-13,0,Part-Time Employed,9
895,46,Female,San Diego,Gold,4,2140.2,Books,2023-03-20,1,Part-Time Employed,4
896,62,Female,San Jose,Platinum,53,617.19,Sports,2023-12-24,0,Retired,53
897,59,Male,Dallas,Bronze,79,2437.66,Sports,2023-08-25,0,Part-Time Employed,79
898,39,Male,Chicago,Platinum,61,860.03,Home Goods,2023-11-10,0,Part-Time Employed,61
899,24,Male,San Diego,Silver,60,2952.72,Sports,2023-03-27,0,Part-Time Employed,60
900,54,Female,Chicago,Gold,82,3678.21,Home Goods,2023-06-09,1,Full-Time Employed,82
901,66,Female,Los Angeles,Silver,60,4737.83,Home Goods,2023-06-02,0,Retired,60
902,58,Female,Los Angeles,Gold,84,1554.58,Clothing,2023-05-23,0,Part-Time Employed,84
903,44,Male,Houston,Platinum,89,2044.84,Clothing,2023-12-21,0,Part-Time Employed,89
904,48,Male,San Diego,Platinum,89,996.46,Clothing,2023-01-19,0,Part-Time Employed,89
905,23,Male,San Diego,Gold,66,4401.91,Sports,2023-03-20,1,Full-Time Employed,66
906,33,Female,San Jose,Platinum,77,4137.98,Books,2023-04-26,0,Full-Time Employed,77
907,55,Female,Houston,Platinum,85,3897.3,Books,2023-05-30,0,Full-Time Employed,85
908,55,Male,Los Angeles,Bronze,8,380.72,Clothing,2023-10-02,1,Part-Time Employed,8
909,67,Female,Dallas,Gold,87,2827.93,Clothing,2023-08-19,0,Retired,87
910,49,Female,Chicago,Silver,45,1251.57,Books,2023-08-05,0,Part-Time Employed,45
911,50,Male,Philadelphia,Platinum,80,686.46,Clothing,2023-12-18,0,Part-Time Employed,80
912,66,Female,Los Angeles,Silver,33,3929.9,Home Goods,2023-10-01,0,Retired,33
913,34,Female,Los Angeles,Bronze,34,1136.75,Electronics,2023-11-06,0,Part-Time Employed,34
914,50,Female,San Jose,Platinum,78,2553.98,Home Goods,2023-10-07,0,Part-Time Employed,78
915,28,Female,Phoenix,Silver,2,2677.87,Books,2023-03-04,1,Part-Time Employed,2
916,30,Male,San Diego,Bronze,4,1145.08,Clothing,2023-10-29,0,Part-Time Employed,4
917,47,Female,Phoenix,Gold,40,2512.08,Electronics,2023-04-10,0,Part-Time Employed,40
918,18,Male,Phoenix,Gold,63,358.82,Clothing,2023-04-19,0,Student,63
919,47,Female,Dallas,Gold,63,100.36,Home Goods,2023-08-30,0,Part-Time Employed,63
920,44,Female,Dallas,Bronze,28,4413.58,Clothing,2023-07-15,0,Full-Time Employed,28
921,57,Female,Chicago,Platinum,59,2136.38,Home Goods,2023-04-20,0,Part-Time Employed,59
922,40,Female,San Diego,Silver,99,4546.36,Electronics,2023-02-22,0,Full-Time Employed,100
923,37,Male,New York,Silver,48,2531.91,Sports,2023-04-03,0,Part-Time Employed,48
924,23,Female,Dallas,Gold,26,2212.43,Sports,2023-04-29,1,Part-Time Employed,26
925,54,Female,Los Angeles,Silver,81,1549.97,Electronics,2023-06-07,0,Part-Time Employed,81
926,37,Male,San Diego,Bronze,74,500.28,Clothing,2023-11-16,1,Part-Time Employed,74
927,54,Male,Los Angeles,Platinum,26,1617.5,Sports,2023-09-16,0,Part-Time Employed,26
928,23,Female,Phoenix,Platinum,65,3081.5,Home Goods,2023-09-24,0,Full-Time Employed,65
929,46,Female,Chicago,Bronze,16,3837.65,Sports,2023-12-22,0,Full-Time Employed,16
930,30,Male,Phoenix,Platinum,81,2750.05,Home Goods,2023-07-06,0,Part-Time Employed,81
931,44,Female,Phoenix,Bronze,8,3815.45,Electronics,2023-06-22,0,Full-Time Employed,8
932,67,Male,New York,Bronze,24,872.98,Sports,2023-09-15,0,Retired,24
933,37,Female,San Antonio,Silver,41,2957.88,Electronics,2024-01-02,0,Part-Time Employed,41
934,30,Male,San Antonio,Bronze,39,4424.76,Books,2023-03-26,0,Full-Time Employed,39
935,56,Female,New York,Silver,38,1168.01,Electronics,2023-03-22,1,Part-Time Employed,38
936,25,Male,Phoenix,Platinum,69,1215.58,Sports,2023-03-07,0,Part-Time Employed,69
937,34,Female,Phoenix,Gold,99,3767.32,Home Goods,2023-07-24,0,Full-Time Employed,100
938,47,Male,San Diego,Platinum,87,4079.08,Electronics,2023-04-06,0,Full-Time Employed,87
939,18,Male,San Diego,Silver,61,1315.43,Sports,2023-06-18,0,Student,61
940,41,Female,San Diego,Bronze,50,1724.69,Clothing,2023-07-25,0,Part-Time Employed,50
941,33,Female,Chicago,Platinum,31,3195.67,Home Goods,2023-09-15,0,Full-Time Employed,31
942,28,Male,Chicago,Silver,98,2052.32,Clothing,2023-10-30,1,Part-Time Employed,98
943,21,Female,San Antonio,Platinum,92,3157.65,Clothing,2023-05-10,0,Student,92
944,21,Male,San Diego,Gold,72,2532.51,Books,2023-08-25,0,Student,72
945,34,Female,Los Angeles,Gold,78,3890.89,Electronics,2023-11-03,0,Full-Time Employed,78
946,66,Male,Chicago,Platinum,90,4244.85,Clothing,2023-06-19,0,Retired,90
947,27,Female,Philadelphia,Gold,38,4332.75,Home Goods,2023-06-18,0,Full-Time Employed,38
948,38,Female,San Antonio,Silver,32,3096.47,Clothing,2023-01-08,0,Full-Time Employed,32
949,55,Male,Dallas,Bronze,50,3101.66,Books,2023-01-12,0,Full-Time Employed,50
950,66,Female,Los Angeles,Bronze,48,2303.27,Sports,2023-09-16,0,Retired,48
951,35,Female,New York,Platinum,54,235.31,Home Goods,2023-09-24,0,Part-Time Employed,54
952,27,Female,Houston,Platinum,9,1565.98,Home Goods,2024-01-02,0,Part-Time Employed,9
953,62,Female,Houston,Silver,19,412.12,Sports,2023-05-15,0,Retired,19
954,33,Female,Houston,Bronze,85,2245.15,Books,2023-10-28,0,Part-Time Employed,85
955,56,Female,San Antonio,Bronze,26,4262.48,Books,2023-07-17,1,Full-Time Employed,26
956,32,Female,San Diego,Silver,40,3024.33,Electronics,2023-11-25,0,Full-Time Employed,40
957,51,Female,Chicago,Gold,94,3410.11,Home Goods,2023-03-12,0,Full-Time Employed,94
958,22,Female,New York,Bronze,3,1021.24,Electronics,2023-10-18,0,Part-Time Employed,3
959,34,Male,Dallas,Platinum,51,1383.57,Clothing,2023-01-20,0,Part-Time Employed,51
960,54,Male,San Diego,Gold,82,899.35,Electronics,2023-08-14,0,Part-Time Employed,82
961,25,Female,Los Angeles,Bronze,98,4229.17,Electronics,2023-07-28,0,Full-Time Employed,98
962,41,Male,Philadelphia,Gold,4,1473.53,Sports,2023-07-16,0,Part-Time Employed,4
963,45,Female,Philadelphia,Gold,27,2855.4,Electronics,2023-11-23,0,Part-Time Employed,27
964,64,Female,San Diego,Bronze,54,791.53,Clothing,2023-10-26,0,Retired,54
965,25,Male,Dallas,Bronze,89,707.55,Electronics,2023-10-16,1,Part-Time Employed,89
966,40,Female,Houston,Silver,64,1803.16,Books,2023-07-20,0,Part-Time Employed,64
967,52,Female,San Jose,Platinum,95,1718.73,Electronics,2023-03-17,0,Part-Time Employed,95
968,48,Male,Chicago,Bronze,58,1711.38,Sports,2023-12-01,0,Part-Time Employed,58
969,34,Female,Philadelphia,Bronze,66,3044.57,Sports,2023-03-06,1,Full-Time Employed,66
970,45,Female,San Jose,Platinum,83,1648.35,Sports,2023-06-10,0,Part-Time Employed,83
971,65,Female,Chicago,Silver,72,3866.81,Electronics,2023-12-21,0,Retired,72
972,65,Male,San Diego,Gold,44,544.29,Clothing,2023-11-12,0,Retired,44
973,68,Female,Philadelphia,Platinum,70,1691.45,Home Goods,2023-11-24,0,Retired,70
974,29,Female,Philadelphia,Silver,59,3379.05,Sports,2023-01-25,0,Full-Time Employed,59
975,41,Female,Phoenix,Gold,41,3054.37,Electronics,2023-02-11,0,Full-Time Employed,41
976,32,Male,New York,Platinum,20,685.63,Home Goods,2023-07-16,0,Part-Time Employed,20
977,57,Female,Los Angeles,Silver,35,2253.42,Books,2023-08-15,0,Part-Time Employed,35
978,48,Female,Phoenix,Bronze,86,1615.19,Books,2023-05-11,0,Part-Time Employed,86
979,44,Female,San Antonio,Bronze,89,3196.17,Sports,2023-09-05,0,Full-Time Employed,89
980,52,Female,New York,Gold,95,736.36,Sports,2023-11-14,0,Part-Time Employed,95
