CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Churn
724,32,Female,Philadelphia,Silver,42,4531.55,Sports,2023/5/14,0
725,36,Male,Los Angeles,Gold,55,1544.91,Sports,2023/2/17,0
726,23,Female,San Antonio,Silver,86,1613.43,Clothing,2023/5/9,0
727,22,Female,San Diego,Silver,48,3173.2,Books,2023/6/17,0
728,35,Male,Houston,Gold,93,2575.44,Home Goods,2023/6/15,0
729,23,Male,Los Angeles,Bronze,66,1059.76,Sports,2023/3/9,0
730,48,Male,San Antonio,Silver,42,809.16,Sports,2023/3/2,0
731,42,Male,San Diego,Silver,39,2498.54,Home Goods,2023/12/22,0
732,21,Female,Philadelphia,Platinum,13,3919.02,Electronics,2023/7/31,1
733,23,Female,Dallas,Gold,80,3916.27,Home Goods,2023/6/13,0
734,58,Female,San Jose,Gold,29,4881.44,Clothing,2023/5/9,0
735,54,Male,Houston,Bronze,26,1975.32,Sports,2023/10/28,1
736,67,Male,San Antonio,Platinum,54,2020.75,Sports,2023/5/9,0
737,42,Female,Dallas,Bronze,87,108.92,Books,2023/9/19,1
738,51,Female,Philadelphia,Bronze,64,4166.6,Electronics,2023/8/14,0
739,36,Male,Chicago,Silver,92,3268.48,Clothing,2023/4/26,0
740,51,Female,Houston,Silver,78,3872.62,Home Goods,2023/4/17,1
741,32,Male,San Antonio,Gold,34,2406.05,Electronics,2023/8/11,1
742,67,Female,Chicago,Platinum,79,4608.95,Electronics,2023/4/22,0
743,25,Female,Houston,Gold,9,242.66,Clothing,2023/2/23,0
744,61,Female,Los Angeles,Platinum,69,664.88,Books,2023/7/29,0
745,64,Male,Dallas,Gold,47,1942.48,Clothing,2023/9/28,0
746,66,Female,New York,Bronze,86,517.02,Clothing,2023/8/12,1
747,51,Female,Houston,Bronze,46,530.65,Books,2023/11/15,0
748,35,Female,Houston,Bronze,93,2877.68,Electronics,2023/11/19,0
749,47,Female,Houston,Silver,23,1159,Electronics,2023/11/5,0
750,30,Female,Houston,Platinum,15,3170.02,Home Goods,2023/2/17,0
751,64,Female,San Jose,Platinum,1,4654.06,Books,2023/7/7,0
752,50,Male,Philadelphia,Silver,51,4137.02,Electronics,2023/4/15,0
753,52,Female,Dallas,Platinum,55,1317.31,Electronics,2023/7/19,1
754,69,Female,Dallas,Gold,51,539.35,Books,2023/2/13,1
755,41,Female,Houston,Bronze,10,4755.94,Sports,2023/12/15,1
756,43,Male,Los Angeles,Silver,34,4973.03,Electronics,2023/3/10,0
757,64,Female,Dallas,Bronze,41,1935.03,Books,2023/4/17,0
758,68,Female,New York,Platinum,41,2357.32,Sports,2023/10/24,0
759,61,Female,Phoenix,Silver,8,812.13,Sports,2023/9/16,0
760,59,Female,Philadelphia,Platinum,27,3579.89,Electronics,2023/6/2,1
761,64,Male,Dallas,Bronze,30,2166.98,Home Goods,2023/6/20,0
762,18,Female,Houston,Platinum,51,4034.77,Clothing,2023/4/20,1
763,30,Female,Phoenix,Silver,58,2928.75,Home Goods,2023/9/14,0
764,27,Female,Houston,Platinum,18,309.64,Home Goods,2023/6/8,0
765,36,Female,Houston,Silver,11,1741.28,Electronics,2023/6/18,1
766,22,Female,Houston,Silver,44,4062.12,Books,2023/5/31,0
767,25,Female,New York,Silver,63,3471.76,Books,2023/8/10,0
768,21,Female,Philadelphia,Gold,98,3199.41,Sports,2023/4/11,0
769,66,Female,San Antonio,Platinum,66,3395.27,Home Goods,2023/5/26,0
770,30,Female,San Jose,Platinum,20,3064.68,Clothing,2023/8/15,1
771,55,Female,Houston,Bronze,94,3241.51,Sports,2023/9/5,0
772,63,Male,San Jose,Silver,7,3140.06,Clothing,2023/7/11,0
773,66,Female,Los Angeles,Silver,6,2713.8,Sports,2023/11/13,0
774,63,Female,San Jose,Bronze,69,3812.96,Books,2023/2/14,0
775,36,Female,San Antonio,Platinum,67,1910.51,Electronics,2023/6/15,0
776,69,Male,San Jose,Platinum,41,2428.67,Clothing,2023/7/19,0
777,67,Male,Phoenix,Platinum,81,2067.1,Electronics,2023/8/25,0
778,25,Female,Houston,Silver,72,1125.13,Sports,2023/3/3,0
779,44,Female,Houston,Silver,41,1677.26,Sports,2023/9/15,0
780,67,Male,Phoenix,Bronze,25,369.57,Electronics,2023/11/6,1
781,64,Female,Chicago,Gold,88,1695.09,Books,2023/2/24,0
782,47,Female,Dallas,Gold,53,2013.86,Clothing,2023/3/25,0
783,21,Male,Chicago,Silver,23,557.58,Electronics,2023/8/23,0
784,28,Female,Dallas,Platinum,42,1180.23,Sports,2023/6/7,0
785,38,Male,Chicago,Platinum,7,1322.75,Clothing,2023/1/31,0
786,60,Male,Houston,Gold,79,1214.6,Clothing,2023/3/21,0
787,19,Female,San Diego,Platinum,52,1816.09,Home Goods,2023/12/10,0
788,38,Female,Chicago,Gold,40,809.89,Clothing,2023/3/16,0
789,34,Male,Los Angeles,Silver,25,3684.36,Books,2023/10/15,0
790,60,Female,New York,Silver,32,1779.01,Electronics,2023/8/13,0
791,68,Male,San Diego,Platinum,21,699.59,Books,2023/6/27,0
792,46,Female,San Jose,Platinum,19,3008.64,Home Goods,2023/9/17,0
793,44,Male,San Antonio,Gold,36,980.28,Books,2023/6/30,1
794,41,Female,San Antonio,Platinum,97,384.48,Clothing,2023/11/12,0
795,66,Female,Los Angeles,Silver,85,900.13,Clothing,2023/8/26,0
796,20,Female,Los Angeles,Platinum,89,2157.97,Clothing,2023/11/10,0
797,56,Male,San Diego,Platinum,97,3498.19,Electronics,2023/6/2,0
798,27,Male,Phoenix,Platinum,92,3243.35,Sports,2023/5/25,0
799,20,Female,Phoenix,Silver,45,125.51,Sports,2023/5/24,0
800,62,Female,Phoenix,Platinum,83,3987.12,Home Goods,2023/8/23,0
801,59,Female,San Antonio,Gold,23,1744.87,Books,2023/7/18,0
802,43,Female,Los Angeles,Bronze,99,3430.61,Sports,2023/6/27,1
803,54,Female,San Diego,Gold,32,260.1,Electronics,2023/3/6,0
804,44,Female,San Jose,Gold,51,2029.56,Clothing,2024/1/4,0
805,22,Male,Dallas,Gold,19,196.09,Home Goods,2023/5/21,0
806,59,Male,Philadelphia,Silver,79,4100.09,Clothing,2023/8/3,1
807,28,Male,San Jose,Gold,8,1016.14,Electronics,2023/7/18,0
808,30,Female,San Diego,Platinum,12,3405.28,Clothing,2023/2/25,0
809,58,Female,Dallas,Silver,64,1457.62,Electronics,2023/4/9,0
810,51,Female,Philadelphia,Bronze,75,763.22,Books,2023/12/27,0
811,55,Male,Philadelphia,Gold,58,4658.45,Electronics,2023/3/31,1
812,57,Female,Philadelphia,Bronze,59,3015.62,Books,2023/10/8,0
813,50,Male,Dallas,Platinum,39,4464.09,Books,2023/5/8,0
814,51,Female,Chicago,Platinum,42,1602.34,Books,2023/7/15,1
815,44,Female,Philadelphia,Gold,87,4166.19,Clothing,2023/1/16,0
816,53,Male,New York,Platinum,65,4714.24,Clothing,2023/11/21,0
817,43,Female,Philadelphia,Platinum,35,2036.4,Clothing,2023/11/1,0
818,68,Female,Chicago,Platinum,82,4530.24,Home Goods,2023/6/19,0
819,42,Female,San Antonio,Silver,43,1741.92,Home Goods,2023/6/12,0
820,36,Female,Philadelphia,Bronze,53,1690.54,Sports,2023/8/6,0
821,38,Female,Houston,Gold,71,4979.09,Home Goods,2023/9/2,1
822,48,Female,Los Angeles,Bronze,4,4766.81,Clothing,2023/9/10,0
823,46,Female,San Antonio,Silver,41,1220.23,Home Goods,2023/12/28,0
824,26,Female,San Jose,Platinum,92,4202.29,Home Goods,2023/9/6,0
825,36,Female,Houston,Platinum,77,1778.04,Home Goods,2023/3/16,0
826,43,Female,Chicago,Silver,40,4898.29,Sports,2023/10/13,0
827,42,Female,Los Angeles,Platinum,86,4264.11,Books,2023/12/30,0
828,57,Female,Houston,Gold,26,4534.1,Clothing,2023/5/22,0
829,60,Male,San Diego,Gold,1,2911,Clothing,2023/3/9,0
830,46,Female,Dallas,Bronze,35,1541.34,Sports,2023/8/4,0
831,42,Female,San Jose,Silver,66,1067.87,Electronics,2023/5/10,0
832,36,Female,Philadelphia,Silver,44,2686.57,Books,2023/10/18,0
833,21,Female,Dallas,Gold,38,3390.43,Sports,2023/12/29,0
834,62,Female,San Antonio,Platinum,90,3734.76,Clothing,2023/3/27,0
835,37,Female,Los Angeles,Silver,88,934.88,Home Goods,2023/4/8,0
836,63,Male,Los Angeles,Silver,43,2725.85,Sports,2023/8/1,1
837,18,Female,Chicago,Platinum,69,2236.94,Electronics,2023/2/7,0
838,28,Female,Houston,Silver,53,1120.3,Sports,2023/1/17,0
839,21,Female,Philadelphia,Platinum,72,2809.52,Electronics,2023/8/29,0
840,24,Female,Houston,Bronze,94,1451.98,Sports,2023/8/1,0
841,45,Female,Philadelphia,Bronze,2,2721.77,Electronics,2023/7/15,0
842,53,Female,Philadelphia,Platinum,24,1080.54,Sports,2023/10/3,0
843,24,Female,Los Angeles,Bronze,88,4509.72,Electronics,2023/10/9,1
844,37,Female,Houston,Platinum,89,1756.7,Electronics,2023/3/1,0
845,52,Male,Phoenix,Platinum,90,3090.64,Sports,2023/1/10,0
846,68,Male,San Diego,Silver,70,697.47,Clothing,2023/3/10,1
847,68,Female,Los Angeles,Platinum,23,3187.08,Sports,2023/10/10,0
848,56,Female,Houston,Platinum,81,1433,Clothing,2023/11/19,0
849,38,Female,San Antonio,Platinum,96,4787,Electronics,2023/11/24,0
850,61,Female,Philadelphia,Platinum,65,2031.36,Sports,2023/8/8,0
851,18,Female,San Antonio,Platinum,68,3076.29,Electronics,2023/5/18,0
852,54,Female,New York,Gold,98,1157.49,Clothing,2023/12/4,0
853,63,Female,Phoenix,Gold,32,4321.23,Sports,2023/1/10,1
854,59,Female,Philadelphia,Gold,71,4041.23,Sports,2023/5/30,0
855,20,Male,Phoenix,Bronze,53,1303.61,Sports,2023/11/7,0
856,51,Female,San Antonio,Silver,65,4564.14,Books,2023/3/8,0
857,30,Female,Philadelphia,Bronze,9,296.76,Clothing,2023/8/2,0
858,33,Male,San Diego,Bronze,25,3787.61,Electronics,2023/8/20,0
859,51,Female,Los Angeles,Gold,71,2343.56,Electronics,2023/4/3,0
860,41,Female,Phoenix,Gold,76,4193.75,Sports,2023/6/16,0
861,30,Male,Houston,Silver,69,2380.88,Home Goods,2023/2/4,0
862,23,Female,Dallas,Platinum,63,421.35,Home Goods,2023/8/21,0
863,56,Female,New York,Bronze,72,1210.07,Books,2023/12/12,1
864,19,Female,Philadelphia,Silver,26,4972.44,Electronics,2023/3/6,0
865,28,Female,Houston,Platinum,52,1737.47,Sports,2023/3/5,0
866,24,Male,San Jose,Bronze,43,885.5,Books,2023/4/10,1
867,24,Female,Phoenix,Silver,6,4048.57,Sports,2023/1/14,0
868,56,Female,San Diego,Bronze,38,320.84,Electronics,2023/3/24,0
869,56,Male,San Jose,Silver,5,425.4,Home Goods,2023/1/13,0
870,29,Male,San Antonio,Bronze,63,1557.84,Clothing,2023/3/26,0
871,68,Female,Phoenix,Platinum,43,332.26,Clothing,2023/5/22,1
872,39,Male,Philadelphia,Bronze,13,4978.99,Sports,2023/9/3,0
873,68,Male,New York,Gold,17,3486.53,Books,2023/7/16,1
874,68,Female,Houston,Bronze,58,2645.97,Clothing,2023/10/17,0
875,69,Male,New York,Platinum,70,4045.32,Books,2023/11/8,0
876,20,Male,New York,Gold,14,3346.19,Electronics,2023/4/19,0
877,30,Female,San Jose,Platinum,12,949,Sports,2023/10/15,0
878,47,Male,Phoenix,Platinum,87,1176.21,Books,2023/7/12,0
879,27,Female,Dallas,Silver,40,4351.7,Sports,2023/6/10,0
880,69,Female,Philadelphia,Platinum,1,1751.11,Clothing,2023/7/28,1
881,26,Female,San Jose,Platinum,25,2293.44,Home Goods,2023/9/21,1
882,23,Female,Los Angeles,Platinum,28,2016.56,Electronics,2023/3/5,0
883,61,Female,San Jose,Gold,31,354.95,Clothing,2023/12/20,0
884,19,Male,Phoenix,Bronze,89,3552.41,Sports,2023/10/12,0
885,61,Female,Dallas,Gold,93,2746.36,Books,2023/3/10,0
886,33,Female,San Diego,Platinum,25,3413.09,Sports,2023/8/9,1
887,30,Female,San Antonio,Platinum,95,1463.33,Books,2023/3/29,0
888,65,Female,San Antonio,Platinum,53,2093.88,Sports,2023/11/20,0
889,30,Female,Houston,Gold,33,1043.98,Electronics,2023/6/1,0
890,39,Female,Los Angeles,Platinum,63,2156.44,Home Goods,2023/4/20,0
891,36,Female,San Antonio,Silver,62,3302.11,Books,2023/11/28,0
892,43,Female,Houston,Gold,87,4728.98,Clothing,2023/2/6,0
893,31,Female,San Jose,Silver,48,3350.94,Home Goods,2023/10/24,0
894,48,Female,Los Angeles,Silver,9,2673.28,Electronics,2023/2/13,0
895,46,Female,San Diego,Gold,4,2140.2,Books,2023/3/20,1
896,62,Female,San Jose,Platinum,53,617.19,Sports,2023/12/24,0
897,59,Male,Dallas,Bronze,79,2437.66,Sports,2023/8/25,0
898,39,Male,Chicago,Platinum,61,860.03,Home Goods,2023/11/10,0
899,24,Male,San Diego,Silver,60,2952.72,Sports,2023/3/27,0
900,54,Female,Chicago,Gold,82,3678.21,Home Goods,2023/6/9,1
901,66,Female,Los Angeles,Silver,60,4737.83,Home Goods,2023/6/2,0
902,58,Female,Los Angeles,Gold,84,1554.58,Clothing,2023/5/23,0
903,44,Male,Houston,Platinum,89,2044.84,Clothing,2023/12/21,0
904,48,Male,San Diego,Platinum,89,996.46,Clothing,2023/1/19,0
905,23,Male,San Diego,Gold,66,4401.91,Sports,2023/3/20,1
906,33,Female,San Jose,Platinum,77,4137.98,Books,2023/4/26,0
907,55,Female,Houston,Platinum,85,3897.3,Books,2023/5/30,0
908,55,Male,Los Angeles,Bronze,8,380.72,Clothing,2023/10/2,1
909,67,Female,Dallas,Gold,87,2827.93,Clothing,2023/8/19,0
910,49,Female,Chicago,Silver,45,1251.57,Books,2023/8/5,0
911,50,Male,Philadelphia,Platinum,80,686.46,Clothing,2023/12/18,0
912,66,Female,Los Angeles,Silver,33,3929.9,Home Goods,2023/10/1,0
913,34,Female,Los Angeles,Bronze,34,1136.75,Electronics,2023/11/6,0
914,50,Female,San Jose,Platinum,78,2553.98,Home Goods,2023/10/7,0
915,28,Female,Phoenix,Silver,2,2677.87,Books,2023/3/4,1
916,30,Male,San Diego,Bronze,4,1145.08,Clothing,2023/10/29,0
917,47,Female,Phoenix,Gold,40,2512.08,Electronics,2023/4/10,0
918,18,Male,Phoenix,Gold,63,358.82,Clothing,2023/4/19,0
919,47,Female,Dallas,Gold,63,100.36,Home Goods,2023/8/30,0
920,44,Female,Dallas,Bronze,28,4413.58,Clothing,2023/7/15,0
921,57,Female,Chicago,Platinum,59,2136.38,Home Goods,2023/4/20,0
922,40,Female,San Diego,Silver,99,4546.36,Electronics,2023/2/22,0
923,37,Male,New York,Silver,48,2531.91,Sports,2023/4/3,0
924,23,Female,Dallas,Gold,26,2212.43,Sports,2023/4/29,1
925,54,Female,Los Angeles,Silver,81,1549.97,Electronics,2023/6/7,0
926,37,Male,San Diego,Bronze,74,500.28,Clothing,2023/11/16,1
927,54,Male,Los Angeles,Platinum,26,1617.5,Sports,2023/9/16,0
928,23,Female,Phoenix,Platinum,65,3081.5,Home Goods,2023/9/24,0
929,46,Female,Chicago,Bronze,16,3837.65,Sports,2023/12/22,0
930,30,Male,Phoenix,Platinum,81,2750.05,Home Goods,2023/7/6,0
931,44,Female,Phoenix,Bronze,8,3815.45,Electronics,2023/6/22,0
932,67,Male,New York,Bronze,24,872.98,Sports,2023/9/15,0
933,37,Female,San Antonio,Silver,41,2957.88,Electronics,2024/1/2,0
934,30,Male,San Antonio,Bronze,39,4424.76,Books,2023/3/26,0
935,56,Female,New York,Silver,38,1168.01,Electronics,2023/3/22,1
936,25,Male,Phoenix,Platinum,69,1215.58,Sports,2023/3/7,0
937,34,Female,Phoenix,Gold,99,3767.32,Home Goods,2023/7/24,0
938,47,Male,San Diego,Platinum,87,4079.08,Electronics,2023/4/6,0
939,18,Male,San Diego,Silver,61,1315.43,Sports,2023/6/18,0
940,41,Female,San Diego,Bronze,50,1724.69,Clothing,2023/7/25,0
941,33,Female,Chicago,Platinum,31,3195.67,Home Goods,2023/9/15,0
942,28,Male,Chicago,Silver,98,2052.32,Clothing,2023/10/30,1
943,21,Female,San Antonio,Platinum,92,3157.65,Clothing,2023/5/10,0
944,21,Male,San Diego,Gold,72,2532.51,Books,2023/8/25,0
945,34,Female,Los Angeles,Gold,78,3890.89,Electronics,2023/11/3,0
946,66,Male,Chicago,Platinum,90,4244.85,Clothing,2023/6/19,0
947,27,Female,Philadelphia,Gold,38,4332.75,Home Goods,2023/6/18,0
948,38,Female,San Antonio,Silver,32,3096.47,Clothing,2023/1/8,0
949,55,Male,Dallas,Bronze,50,3101.66,Books,2023/1/12,0
950,66,Female,Los Angeles,Bronze,48,2303.27,Sports,2023/9/16,0
951,35,Female,New York,Platinum,54,235.31,Home Goods,2023/9/24,0
952,27,Female,Houston,Platinum,9,1565.98,Home Goods,2024/1/2,0
953,62,Female,Houston,Silver,19,412.12,Sports,2023/5/15,0
954,33,Female,Houston,Bronze,85,2245.15,Books,2023/10/28,0
955,56,Female,San Antonio,Bronze,26,4262.48,Books,2023/7/17,1
956,32,Female,San Diego,Silver,40,3024.33,Electronics,2023/11/25,0
957,51,Female,Chicago,Gold,94,3410.11,Home Goods,2023/3/12,0
958,22,Female,New York,Bronze,3,1021.24,Electronics,2023/10/18,0
959,34,Male,Dallas,Platinum,51,1383.57,Clothing,2023/1/20,0
960,54,Male,San Diego,Gold,82,899.35,Electronics,2023/8/14,0
961,25,Female,Los Angeles,Bronze,98,4229.17,Electronics,2023/7/28,0
962,41,Male,Philadelphia,Gold,4,1473.53,Sports,2023/7/16,0
963,45,Female,Philadelphia,Gold,27,2855.4,Electronics,2023/11/23,0
964,64,Female,San Diego,Bronze,54,791.53,Clothing,2023/10/26,0
965,25,Male,Dallas,Bronze,89,707.55,Electronics,2023/10/16,1
966,40,Female,Houston,Silver,64,1803.16,Books,2023/7/20,0
967,52,Female,San Jose,Platinum,95,1718.73,Electronics,2023/3/17,0
968,48,Male,Chicago,Bronze,58,1711.38,Sports,2023/12/1,0
969,34,Female,Philadelphia,Bronze,66,3044.57,Sports,2023/3/6,1
970,45,Female,San Jose,Platinum,83,1648.35,Sports,2023/6/10,0
971,65,Female,Chicago,Silver,72,3866.81,Electronics,2023/12/21,0
972,65,Male,San Diego,Gold,44,544.29,Clothing,2023/11/12,0
973,68,Female,Philadelphia,Platinum,70,1691.45,Home Goods,2023/11/24,0
974,29,Female,Philadelphia,Silver,59,3379.05,Sports,2023/1/25,0
975,41,Female,Phoenix,Gold,41,3054.37,Electronics,2023/2/11,0
976,32,Male,New York,Platinum,20,685.63,Home Goods,2023/7/16,0
977,57,Female,Los Angeles,Silver,35,2253.42,Books,2023/8/15,0
978,48,Female,Phoenix,Bronze,86,1615.19,Books,2023/5/11,0
979,44,Female,San Antonio,Bronze,89,3196.17,Sports,2023/9/5,0
980,52,Female,New York,Gold,95,736.36,Sports,2023/11/14,0
981,35,Female,San Diego,Bronze,66,3385.77,Books,2023/1/7,0
982,53,Male,Phoenix,Gold,1,2372.78,Sports,2023/5/22,0
983,25,Female,New York,Silver,89,1446.96,Books,2023/3/20,1
984,63,Female,Los Angeles,Bronze,48,3762.48,Electronics,2023/9/29,0
985,66,Male,Houston,Gold,5,1020.76,Home Goods,2023/9/19,0
986,55,Female,Houston,Platinum,65,845.97,Electronics,2023/2/27,0
987,22,Female,Phoenix,Silver,37,175.24,Books,2023/5/23,0
988,31,Female,Chicago,Bronze,61,4320.37,Electronics,2023/10/5,1
989,55,Male,San Diego,Bronze,51,2512.59,Books,2023/12/9,0
990,37,Female,San Diego,Gold,56,2631.91,Electronics,2023/4/27,0
991,61,Female,San Antonio,Platinum,85,662.34,Home Goods,2023/7/20,0
992,26,Female,New York,Bronze,69,628.1,Books,2023/5/8,0
993,50,Male,Chicago,Gold,6,1735.54,Sports,2024/1/3,0
994,35,Female,Chicago,Bronze,62,2629.53,Sports,2023/8/16,0
995,23,Female,Phoenix,Silver,79,3534.27,Sports,2023/3/31,0
996,54,Male,Philadelphia,Bronze,23,2546.42,Books,2023/12/17,0
997,19,Male,Philadelphia,Gold,80,4174.64,Sports,2023/9/28,0
998,47,Female,San Diego,Gold,84,1949.22,Clothing,2023/9/4,0
999,23,Male,San Jose,Gold,77,237.63,Home Goods,2023/3/20,0
1000,34,Female,New York,Platinum,62,2188.15,Clothing,2023/6/1,0
1001,57,Male,Chicago,Silver,28,2655.28,Books,2023/2/12,0
1002,33,Female,Houston,Gold,75,1569.45,Home Goods,2023/3/7,0
1003,52,Female,Phoenix,Gold,59,1572.6,Clothing,2023/5/27,1
1004,35,Female,Dallas,Bronze,37,2563.96,Sports,2023/8/4,1
1005,28,Male,San Antonio,Bronze,26,304.69,Clothing,2023/4/18,0
1006,24,Female,New York,Gold,79,4175.76,Sports,2024/1/3,0
1007,57,Female,Chicago,Silver,98,2886.88,Electronics,2023/1/7,0
1008,59,Female,San Jose,Bronze,42,678.45,Sports,2023/11/7,0
1009,28,Female,New York,Silver,56,4890.12,Books,2023/9/25,1
1010,33,Male,Philadelphia,Bronze,32,1511.65,Home Goods,2023/8/3,0
1011,33,Female,Phoenix,Gold,84,1239.49,Sports,2023/5/30,0
1012,68,Female,San Diego,Gold,11,4350.59,Clothing,2023/6/2,0
1013,63,Male,Philadelphia,Gold,56,3768.78,Books,2023/6/27,0
1014,37,Female,Houston,Bronze,26,2517.14,Home Goods,2023/3/17,0
1015,60,Female,San Jose,Silver,39,4402.59,Clothing,2023/7/2,1
1016,63,Female,Philadelphia,Silver,73,2370.12,Sports,2023/4/3,0
1017,46,Male,Los Angeles,Bronze,39,229.56,Home Goods,2023/4/18,0
1018,21,Male,San Jose,Bronze,9,3636.93,Sports,2023/11/19,0
1019,59,Female,Chicago,Silver,93,1391.99,Electronics,2023/8/5,0
1020,64,Female,San Diego,Bronze,53,1684.19,Books,2023/3/5,1
1021,40,Female,Los Angeles,Bronze,68,4655.94,Sports,2023/4/21,0
1022,63,Female,Phoenix,Bronze,73,3147.37,Electronics,2023/10/1,1
1023,45,Male,San Antonio,Gold,93,3842.67,Home Goods,2023/8/1,0
1024,63,Female,San Diego,Bronze,43,2714.55,Books,2023/11/2,0
1025,27,Female,Houston,Gold,63,2993.38,Electronics,2023/8/18,0
1026,43,Male,Philadelphia,Platinum,15,3856.96,Sports,2023/11/22,0
1027,35,Female,Dallas,Gold,18,4736.8,Electronics,2023/5/23,0
1028,55,Female,San Jose,Gold,18,3578.4,Clothing,2023/5/18,0
1029,22,Female,New York,Platinum,11,237.88,Sports,2023/2/27,0
1030,37,Female,Houston,Bronze,69,1849.27,Clothing,2023/10/22,0
1031,22,Female,San Diego,Bronze,94,3890.69,Home Goods,2023/4/21,1
1032,67,Female,San Antonio,Platinum,33,263.53,Sports,2023/7/16,0
1033,59,Female,Philadelphia,Silver,57,4411.8,Sports,2023/11/9,0
1034,34,Female,Chicago,Bronze,78,3395.56,Books,2023/8/1,0
1035,35,Female,Phoenix,Bronze,30,1262.02,Home Goods,2023/8/22,0
1036,18,Female,Houston,Gold,63,2238.33,Home Goods,2023/10/27,1
1037,66,Female,Houston,Bronze,84,242.45,Electronics,2023/2/4,0
1038,49,Female,San Diego,Bronze,12,445.55,Sports,2023/10/23,1
1039,59,Female,San Antonio,Platinum,38,2796.32,Books,2023/4/6,0
1040,49,Female,San Diego,Bronze,4,1211.99,Home Goods,2023/9/11,0
1041,22,Male,Philadelphia,Silver,67,976.9,Sports,2023/6/5,0
1042,55,Female,New York,Gold,18,4737.41,Clothing,2023/7/20,1
1043,46,Female,Los Angeles,Silver,66,3299.41,Books,2023/2/10,0
1044,36,Female,Houston,Platinum,55,312.1,Sports,2023/10/26,0
1045,49,Female,New York,Gold,2,1551.7,Electronics,2023/2/18,1
1046,34,Female,Chicago,Bronze,52,996.47,Sports,2023/8/25,0
1047,24,Male,Los Angeles,Platinum,12,4795.22,Electronics,2023/9/16,0
1048,64,Female,Dallas,Silver,30,1600.58,Sports,2023/7/14,0
1049,38,Female,Phoenix,Silver,3,3082.68,Sports,2023/5/6,0
1050,52,Female,New York,Platinum,25,2647.1,Home Goods,2023/11/14,0
1051,58,Female,San Diego,Gold,56,4544.84,Clothing,2023/6/28,0
1052,32,Male,Los Angeles,Bronze,29,124.58,Clothing,2023/10/5,0
1053,43,Female,Houston,Bronze,30,1697.35,Home Goods,2023/9/18,0
1054,56,Male,New York,Platinum,45,954.47,Electronics,2023/6/9,0
1055,41,Female,Philadelphia,Gold,69,3930.67,Electronics,2023/10/22,0
1056,40,Male,Houston,Platinum,62,2006.39,Clothing,2023/6/21,1
1057,40,Female,Phoenix,Bronze,31,4201.24,Home Goods,2023/7/11,0
1058,65,Male,Dallas,Bronze,25,2688.05,Home Goods,2023/12/17,1
1059,50,Male,Los Angeles,Bronze,40,4755.03,Clothing,2023/5/4,1
1060,63,Male,Los Angeles,Silver,94,2268.28,Sports,2023/2/10,0
1061,39,Female,Houston,Bronze,21,1815.66,Books,2023/2/24,1
1062,62,Female,San Antonio,Platinum,87,3708.84,Sports,2023/1/17,1
1063,28,Male,Houston,Platinum,24,998.31,Clothing,2023/4/4,0
1064,42,Female,San Antonio,Silver,12,3239.36,Books,2023/2/7,0
1065,28,Female,Chicago,Bronze,53,391.81,Home Goods,2023/11/5,1
1066,61,Female,San Diego,Silver,94,3655.31,Books,2023/1/22,1
1067,59,Female,Chicago,Gold,13,3893.51,Books,2023/2/16,0
1068,62,Female,Los Angeles,Platinum,34,746.98,Home Goods,2023/3/9,0
1069,26,Male,New York,Silver,4,4429.08,Books,2023/4/11,0
1070,45,Female,Dallas,Gold,72,545,Sports,2023/11/18,1
1071,66,Male,New York,Platinum,59,3752.17,Home Goods,2023/3/2,0
1072,57,Male,San Antonio,Platinum,44,4583.09,Electronics,2023/2/20,0
1073,60,Male,Philadelphia,Platinum,13,3261.09,Home Goods,2023/7/15,0
1074,46,Male,Phoenix,Bronze,25,2878.99,Electronics,2023/7/8,0
1075,32,Female,Dallas,Platinum,91,3627.29,Books,2023/6/8,0
1076,48,Male,San Jose,Bronze,16,1185.76,Sports,2023/5/7,0
1077,49,Female,Houston,Bronze,23,1579.26,Sports,2023/8/14,0
1078,18,Female,New York,Silver,98,4184.23,Books,2023/3/15,1
1079,18,Female,Phoenix,Gold,81,543.43,Electronics,2024/1/3,0
1080,29,Male,Philadelphia,Silver,65,2977.96,Clothing,2023/11/5,1
1081,55,Female,Chicago,Bronze,69,4438.85,Sports,2023/2/3,0
1082,18,Male,San Antonio,Gold,7,501.87,Clothing,2023/5/6,0
1083,62,Female,Los Angeles,Bronze,51,933.08,Books,2023/7/8,0
1084,52,Male,San Jose,Gold,31,607.13,Electronics,2023/8/25,0
1085,36,Female,San Diego,Bronze,84,622.03,Home Goods,2023/6/28,0
1086,50,Female,Phoenix,Platinum,17,4031.85,Home Goods,2023/11/5,0
1087,56,Male,San Jose,Silver,82,3165.71,Electronics,2023/8/17,0
1088,49,Female,San Jose,Bronze,30,1196.08,Sports,2023/12/9,0
1089,29,Female,San Antonio,Bronze,77,2210.81,Clothing,2023/8/8,1
1090,41,Female,San Antonio,Gold,75,2926,Books,2023/9/1,1
1091,36,Male,Los Angeles,Gold,18,3522.91,Home Goods,2023/4/30,0
1092,45,Female,San Diego,Platinum,55,1857.08,Home Goods,2023/1/28,0
1093,51,Female,Los Angeles,Bronze,99,1862.22,Sports,2023/6/20,0
1094,27,Male,New York,Bronze,41,2019.77,Clothing,2023/11/24,1
